Name,Txn Name,Money Raised,Announced Date,Location,Industries,Description,Funding Type
Volocopter,Series D - Volocopter,"€201,000,000","Mar 3, 2021","Bruchsal, Baden-Wurttemberg, Germany, Europe","Aerospace, Air Transportation, Drones, Robotics, Transportation",Volocopter is an urban air mobility company that develops eco-friendly air taxis to transport people.,Series D
Divergent,Series D - Divergent,"$230,000,000","Nov 13, 2023","Torrance, California, United States, North America","3D Printing, Aerospace, Automotive, Embedded Software, GreenTech, Industrial Automation, Industrial Manufacturing, Software",Divergent is a developer of an end-to-end digital production system to reform industrial-scale manufacturing.,Series D
Skydio,Series E - Skydio,"$230,000,000","Feb 27, 2023","Redwood City, California, United States, North America","Artificial Intelligence (AI), Drone Management, Drones, Law Enforcement, Machine Learning, Robotics","Skydio uses artificial intelligence to create flying drones that are used by consumer, enterprise, and government customers.",Series E
Helsing,Series B - Helsing,"€209,000,000","Sep 14, 2023","Berlin, Berlin, Germany, Europe","Artificial Intelligence (AI), Information Technology, Military, Software",Helsing is an AI defense company that specializes in the creation of AI-powered military solutions and components.,Series B
Shield AI,Series D - Shield AI,"$210,000,000","Aug 24, 2021","San Diego, California, United States, North America","Artificial Intelligence (AI), Autonomous Vehicles, Drones, Machine Learning, National Security",Shield AI is an artificial intelligence company that aims to protect service members and civilians with intelligent systems.,Series D
Skyryse,Series B - Skyryse,"$200,000,000","Oct 27, 2021","El Segundo, California, United States, North America","Aerospace, Air Transportation, Internet, Transportation",Skyryse is an air mobility company on a mission to democratize the sky.,Series B
Astranis,Venture Round - Astranis,"$200,000,000","Apr 14, 2023","San Francisco, California, United States, North America","Aerospace, Internet, Satellite Communication, Telecommunications",Astranis is a space startup that builds small and low-cost telecommunications satellites to provide internet access in remote regions.,Venture - Series Unknown
Epirus,Series C - Epirus,"$200,000,000","Feb 15, 2022","Hawthorne, California, United States, North America","Aerospace, Machinery Manufacturing, Military, Software",Epirus builds directed energy and power management systems to solve some of the world’s most complex problems.,Series C
ABL Space Systems,Series B - ABL Space Systems,"$200,000,000","Oct 25, 2021","El Segundo, California, United States, North America","Aerospace, Information Technology, Satellite Communication",ABL Space Systems specializes in building rockets to launch satellites.,Series B
Anduril Industries,Series C - Anduril Industries,"$200,000,000","Jul 1, 2020","Costa Mesa, California, United States, North America","Aerospace, Government, Military, National Security",Anduril Industries is a defense product company that builds technology for military agencies and border surveillance.,Series C
Volocopter,Series E - Volocopter,"$182,000,000","Nov 1, 2022","Bruchsal, Baden-Wurttemberg, Germany, Europe","Aerospace, Air Transportation, Drones, Robotics, Transportation",Volocopter is an urban air mobility company that develops eco-friendly air taxis to transport people.,Series E
Skydio,Series D - Skydio,"$170,000,000","Feb 28, 2021","Redwood City, California, United States, North America","Artificial Intelligence (AI), Drone Management, Drones, Law Enforcement, Machine Learning, Robotics","Skydio uses artificial intelligence to create flying drones that are used by consumer, enterprise, and government customers.",Series D
Volocopter,Series E - Volocopter,"$170,000,000","Mar 4, 2022","Bruchsal, Baden-Wurttemberg, Germany, Europe","Aerospace, Air Transportation, Drones, Robotics, Transportation",Volocopter is an urban air mobility company that develops eco-friendly air taxis to transport people.,Series E
ABL Space Systems,Series B - ABL Space Systems,"$170,000,000","Mar 25, 2021","El Segundo, California, United States, North America","Aerospace, Information Technology, Satellite Communication",ABL Space Systems specializes in building rockets to launch satellites.,Series B
Isar Aerospace,Series C - Isar Aerospace,"€155,000,000","Mar 28, 2023","Munich, Bayern, Germany, Europe","Aerospace, Information Technology, Space Travel","Isar Aerospace provides access to space for small and medium satellites, enabling global satellite constellations.",Series C
Divergent,Series C - Divergent,"$160,000,000","Apr 25, 2022","Torrance, California, United States, North America","3D Printing, Aerospace, Automotive, Embedded Software, GreenTech, Industrial Automation, Industrial Manufacturing, Software",Divergent is a developer of an end-to-end digital production system to reform industrial-scale manufacturing.,Series C
HawkEye 360,Series D - HawkEye 360,"$150,000,000","Nov 8, 2021","Herndon, Virginia, United States, North America","Aerospace, Analytics, Wireless",HawkEye 360 is a data analytics company that develops space-based radio frequency mapping.,Series D
Rebellion Defense,Series B - Rebellion Defense,"$150,000,000","Sep 16, 2021","Washington, District of Columbia, United States, North America","Artificial Intelligence (AI), Machine Learning, National Security, Software",Rebellion Defense's mission is to help the US and its partners outpace tomorrow's adversary.,Series B
Overair,Series B - Overair,"$145,000,000","Jun 14, 2022","Santa Ana, California, United States, North America","Aerospace, Air Transportation, Electric Vehicle, Manufacturing","Overair designs, develops, and manufactures electric vertical takeoff and landing (eVTOL) aircraft.",Series B
Beta Technologies,Venture Round - Beta Technologies,"$143,000,000","Mar 1, 2021","South Burlington, Vermont, United States, North America","Aerospace, Air Transportation, CleanTech, Manufacturing",Beta Technologies manufactures electric vertical takeoff and landing (eVTOL) aircraft and recharging pad systems.,Venture - Series Unknown
Loft Orbital,Series B - Loft Orbital,"$140,000,000","Nov 7, 2021","San Francisco, California, United States, North America","Aerospace, Satellite Communication","Loft Orbital leases space on satellites for any organization to collect information about the Earth, from space.",Series B
Relativity Space,Series C - Relativity Space,"$140,000,000","Oct 1, 2019","Long Beach, California, United States, North America","3D Technology, Aerospace, Artificial Intelligence (AI), Manufacturing","Relativity Space is an aerospace company that designs, develops, and builds 3D printed rockets.",Series C
ICEYE,Series D - ICEYE,"$136,000,000","Feb 3, 2022","Espoo, Southern Finland, Finland, Europe","Aerospace, Information Technology, Remote Sensing, Satellite Communication",ICEYE is a Synthetic Aperture Radar (SAR) satellite imaging company that provides remote sensing capabilities.,Series D
Echodyne,Series C - Echodyne,"$135,000,000","Jun 13, 2022","Kirkland, Washington, United States, North America","Electronics, National Security, Sensor, Software",Echodyne develops and manufactures meta-materials-based radar technologies.,Series C
Axiom Space,Series B - Axiom Space,"$130,000,000","Feb 16, 2021","Houston, Texas, United States, North America","Advanced Materials, Aerospace, Industrial Manufacturing, Space Travel",Axiom Space is a commercial space station company that connects to the ISS.,Series B
Flying Whales,Venture Round - Flying Whales,"€122,000,000","Jun 30, 2022","Suresnes, Ile-de-France, France, Europe",Aerospace,Flying Whales connecting the land-locked world to the global economy,Venture - Series Unknown
Helsing,Series A - Helsing,"€102,500,000","Nov 9, 2021","Berlin, Berlin, Germany, Europe","Artificial Intelligence (AI), Information Technology, Military, Software",Helsing is an AI defense company that specializes in the creation of AI-powered military solutions and components.,Series A
ZeroAvia,Series C - ZeroAvia,"$116,000,000","Sep 18, 2023","Hollister, California, United States, North America","Aerospace, Air Transportation, CleanTech, Industrial",ZeroAvia develops zero-emission hydrogen fuel cell powertrain solutions for aircraft.,Series C
Skyports,Series C - Skyports,"£88,000,000","Apr 17, 2024","London, England, United Kingdom, Europe","Aerospace, Drone Management, Transportation, Travel",Skyports provides urban air mobility infrastructure and manages end-to-end drone delivery services.,Series C
D-Orbit,Series C - D-Orbit,"€100,000,000","Nov 8, 2023","Milan, Lombardia, Italy, Europe","Aerospace, Automotive, Fleet Management, Information Technology, Software, Transportation","D-Orbit is the first in-space transportation company, providing solutions for moving, precise deployment and removing satellites.",Series C
Heart Aerospace,Series B - Heart Aerospace,"$107,000,000","Feb 1, 2024","Göteborg, Vastra Gotaland, Sweden, Europe",Aerospace,Heart Aerospace is a Swedish startup making electric regional airplanes.,Series B
Mark43,Series E - Mark43,"$101,000,000","Jul 12, 2021","New York, New York, United States, North America","GovTech, Information Services, Law Enforcement, Public Safety, Software",Mark43 offers cloud-based public safety software for law enforcement to ensure accurate responses.,Series E
Stoke Space,Series B - Stoke Space,"$100,000,000","Oct 5, 2023","Kent, Washington, United States, North America","Aerospace, Product Design, Space Travel",Stoke Space is a developer of reusable rockets that provide access to and from any orbit to the satellite industry.,Series B
True Anomaly,Series B - True Anomaly,"$100,000,000","Dec 12, 2023","Centennial, Colorado, United States, North America","Aerospace, Machinery Manufacturing, Military, Space Travel","True Anomaly develops space security technologies using AI, software, and spacecraft to enhance global security and sustainability.",Series B
Gecko Robotics,Series C - Gecko Robotics,"$100,000,000","Dec 5, 2023","Pittsburgh, Pennsylvania, United States, North America","Industrial Engineering, Information Technology, Infrastructure, Military, Robotics, Software","Gecko Robotics provides robotics and inspection services, particularly for industrial applications.",Series C
Ursa Major,Series D - Ursa Major,"$100,000,000","Apr 26, 2023","Berthoud, Colorado, United States, North America","Aerospace, National Security, Satellite Communication, Space Travel","Ursa Major provides a propulsion system for space launch, hypersonics, and national security.",Series D
AeroVanti,Corporate Round - AeroVanti,"$100,000,000","Oct 19, 2022","Annapolis, Maryland, United States, North America","Aerospace, Air Transportation, Transportation",AeroVanti offers private aviation services aiming to make charter services affordable and accessible to everyone.,Corporate Round
Skydio,Series C - Skydio,"$100,000,000","Jul 13, 2020","Redwood City, California, United States, North America","Artificial Intelligence (AI), Drone Management, Drones, Law Enforcement, Machine Learning, Robotics","Skydio uses artificial intelligence to create flying drones that are used by consumer, enterprise, and government customers.",Series C
